_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204692100,Visible wall cloud for the cell just to the east of Shawnee OK.  #tornado #Oklahoma,Informative,Caution and advice,",Oklahoma",Other,,,,,
204692101,Whew!!! RT @FunGuyDave: All clear. My family is safe. One tornado to the north and one to the south.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692102,Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692103,"CNN says a """"Maxi"""" tornado hit Oklahoma. Is that worse than a tampon tornado? #Tornado #Oklahoma",Informative,Unknown,,,,,,,
204692104,@thegirlsluvJR yeah these tornado's aint no joke,Personal,Unknown,,,,,,,
204692105,First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,Informative,"Donations of money, goods or services",,,,Shelter,Invites/asks people to donate/provide/give/do something,,
204692106,Gonna #gymkhana my ass through this tornado(s),Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692107,Well a Tornado is on the ground the news is saying. All North West of me. Damn stay away from me. Dude said softball sized hail. Got Damn.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692108,Tornado blew through Stillwater Oklahoma a short while ago.  No damage at my place.  More storms on the way though....,Informative,Casualties and damage,,,,,,,Other
204692109,tornado in Springtown,Informative,Caution and advice,",Springtown",A tornado sighting/touchdown has been reported,,,,,
204692110,First person video of the Joplin tornado. This is frightening. http://youtu.be/cQnvxJZucds,Informative,Information source,,,,,,,
204692111,Tracking a tornado through Twitter,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692112,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692113,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692114,KXII storm chaser Doug Drace confirms a large tornado on the ground 4-5 mi north of Ravia on Highway 1. Take precautions immediately.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692115,@perfectly_britt ok ms lady lol stay out the way of the tornado tho STL,Personal,Caution and advice,,Other,,,,,
204692116,Makes you wish you were back covering it huh? RT @codycrouch: Half mile wide tornado about to cross I-40 west of El Reno. #okwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692117,Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692118,@SophieSpeed3 Storm yes Tornado no...,Informative,Caution and advice,,Other,,,,,
204692119,I thought tornado season was over in Sau from pineapple express voice,Personal,Caution and advice,,Other,,,,,
204692120,Remediar com raiva o que poderia ter se tornado amor nÃƒÂŒÃ‚Â£o vai trazer de volta a calma nem apaziguar a dor.,Other,,,,,,,,
204692121,Moving photos from the tornado damage Sunday http://goo.gl/GQqfM,Informative,Information source,,,,,,,
204692122,praying for  @gordonmattey & family as #Tornado makes it's way thru #Tulsa. #fb family of @FCCHB.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692123,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692124,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692125,@Bran0206 chillin!  Watching this tornado damage....just finished off a 4Lokos...smh,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692126,another tornado... my god. &lt;---- :( :( :(,Personal,Unknown,,,,,,,
204692127,A tornado warning with golf ball size hail. This weather is ridiculous! #Texas,Informative,Caution and advice,",Texas",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692128,my heart goes out to the place not too far away from me #Joplin. you are in my prayers. &lt;3,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692129,You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999 or online: http://bit.ly/eZJDoJ,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204692130,A rotating wall cloud is 4 mi NW of Azle moving E at 40. No tornado has been observed at this time. -sm,Informative,Caution and advice,,Other,,,,,
204692131,A rotating wall cloud is 4 mi NW of Azle moving E at 40. No tornado has been observed at this time. -sm,Informative,Caution and advice,,Other,,,,,
204692132,The cell near Little #Oklahoma heading toward Okemah OK has really intensified! SEEK SHELTER IN OKEMAH OK! #OKWX,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692133,I wonder how @TomCoburn feels about @GOPLeader stance on tornado victims... #CantorIsAVileCreature,Other,,,,,,,,
204692134,Damaging wind threat coming into Tulsa OK #tornado #okwx,Informative,Caution and advice,,Other,,,,,
204692135,Worst interviewer Eliot Spitzer. Mean spirited horrible questions needs to learn respect. Especially when talking with tornado victims,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692136,spent an hour in the interior room waiting for tornado to pass -- springtime in the Plains.,Personal,Caution and advice,",Plains",A tornado sighting/touchdown has been reported,,,,,
204692137,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692138,El Reno and Richland took a hella beating by Mother Nature. #tornado,Informative,Caution and advice,,Other,,,,,
204692139,@lartist We're having a huge tornado outbreak in Oklahoma USA. Please RT that people can donate supplies money to @ ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692140,Tornado Warning for Mitchell County in KS until 8:15pm. #ksstorms #wibw,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692141,@scuba_steeve tornado Tuesday!,Personal,Unknown,,,,,,,
204692142,Tornado flash flood and severe thunderstorm. Good to be home.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692143,TimeWarner: Dont be stopping the game because of a Tornado warning. Just let me watch the game if a Tornado comes & Swo ...,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692144,If you have lost/found a #pet in #JoplinTornado go to findmyanimal.com & register. They are offering service for FREE for ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692145,Supercell with possible tornado in DFW metroplex has made a major right-turn.  ALL of the area east of Arlington take ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692146,@poplifegirl Just emailed you about #Joplin!,Personal,Unknown,,,,,,,
204692147,I hate when my mom wants to watch the news for hrs because there a tornado coming like dang it's just some damn rain,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692148,Tornado Kills 89 in Missouri. http://t.co/3m1kAii,Informative,Information source,,,,,,,
204692149,*PRAYS FOR ALL OF THE VICTIMS OF EARTHQUAKESTORNADO's & OTHER DISASTERS*,Personal,Unknown,,,,,,,
204692150,I was lucky here in #okc today. No #tornado here. Now I pray the #okcthunder stay safe in #Dallas,Personal,Unknown,,,,,,,
204692151,TO SUM UP MY BLOGGER 481 tornado deaths this year http://bit.ly/lZIpzW,Informative,Information source,,,,,,,
204692152,Tornado Watch... Creepy Thunder... and @ForestBraden goes outside to look at it!  HE IS INSANE!!!!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692153,Might not need to worry abt a tornado the way @Sipes10 drives....,Personal,Caution and advice,,Other,,,,,
204692154,So there's a tornado warning in my county.  Um WHERE?  It's kind of a big county.  #listcitiesplease,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692155,tornado could be embedded in rain in Pawhuska... take cover now.,Informative,Caution and advice,,Other,,,,,
204692156,Carrie & Em are ok -- house wasn't touched but lots of other damage around #tornado,Personal,Casualties and damage,,,,,,,Other
204692157,Nothing like running from a tornado after getting back in the states.  http://t.co/4bXli0J,Personal,Information source,,,,,,,
204692158,concern about the tornado in OKLAhhoma and.....Please God  please,Personal,Caution and advice,,Other,,,,,
204692159,Okmulgee OK tornado warning seek shelter immediately,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692160,Powerful tornado on the ground and pointed right towards my alma mater in OKC. Please pray and RT.,Informative,Caution and advice,",RT",A tornado sighting/touchdown has been reported,,,,,
204692161,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692162,ARE WE UNDER A TORNADO WATCH ?,Personal,Caution and advice,,Other,,,,,
204692163,Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692164,Gotta love tornado season....#sarcasm,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692165,Watching CNN's tornado coverage. Praying for my friend @a1extran.,Personal,Caution and advice,,Other,,,,,
204692166,@SuckitMarion the purported tornado that made of stand in an enclosed space with wal-mart shoppers,Informative,Caution and advice,,Other,,,,,
204692167,Tornado warning... Yall be cool...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692168,@jettzworld: Apparently there are still over 1500 people unaccounted for in #Joplin.Praying for everyone..,Informative,"People missing, found or seen",,,,,,,
204692169,Shit shit shit tornado warning D:,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692170,-( RT @TWCBreaking: New tornado watch until 3am CDT for western MO.  Includes #Joplin.  More info: http://t.co/ZqrOzfs,Informative,Information source,,,,,,,
204692171,Gettin ready for this tornado,Personal,Caution and advice,,Other,,,,,
204692172,Tornado sirens going off here in Denton near UNT,Informative,Caution and advice,",UNT",A siren has been heard,,,,,
204692173,If pulse cannot be found on wrists victim is in decompensated shock. Get medical help immediately! #1stAid4 #okwx #J ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692174,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692175,#Denton County Texas.  Live stream of #Skywarn ops for #Tornado Warning http://bit.ly/kTSVg3 @Ants_SNEweather @Boston_FF_L2 ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692176,#Tornado outbreak continues as storms begin to develop down towards the Dallas/Ft. Worth metroplex.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692177,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692178,Tornado Warning for Dallas and Tarrant County in TX until 8:45pm CDT. #txwx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692179,"@DougFields can you help spread the word for a great movement? """"Diapers for Devastation"""" to help the victims of Joplin tornado.",Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692180,Looks like a bookend vortex continues to push across Osage Co.  Squall line has formed moving into E OK but tornadoes still possible. #okwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692181,Tornado reported in Denton County Texas near I-35 W and FM 407.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692182,be careful friends! RT @wfaaweather: A Tornado Warning has been issued for Tarrant & Dallas counties until 8:45pm.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692183,Tornado watch!!,Personal,Caution and advice,,Other,,,,,
204692184,#GOP Rep. Cantor help for tornado victims only if pay for. Is this what our country has become. Not my country #shame #obama2012,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692185,@ecaward @juliajrh yeah not super worried about tornado mostly just the 70 mph winds,Personal,Caution and advice,,Other,,,,,
204692186,@Door_Matt5 Same to you! #arwx,Personal,Caution and advice,,Other,,,,,
204692187,It's OFFICIAL were under a tornado watch :(,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692188,Watching tornado coverage on CNN. Punch me in the face if I complain about something trivial please.,Personal,Caution and advice,,Other,,,,,
204692189,Hmm looking pretty tornado green out there...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692190,Frisco TX: Thunder rumbling sky is greenish no rain yet. SCARY. #TXWX,Informative,Caution and advice,,Other,,,,,
204692191,Tornado claims lives nearby Oklahoma City officials say http://ping.fm/vSwSB,Informative,Information source,,,,,,,
204692192,Fuck this tornado....no cable = no game :(,Personal,Unknown,,,,,,,
204692193,Stay safe D/FW friends.  RT @txstormchasers: Multiple #tornado reports in Tarrant County. Heading at D/FW airport. #txwx #severe,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692194,Omg such a bad tornado in Missouri and more expected to touch down...Sending prayers their way!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692195,Triage: Victim breathing below 10 breaths or above 30 per min is a Priority 1  #1stAid4 #okwx #Joplin,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692196,Tornado warnings in Texas now near Fort Worth and Dallas.  Also in Tulsa OK.  Be safe my friends!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692197,Half-mile wide tornado hit New Castle.,Informative,Caution and advice,,Other,,,,,
204692198,My first tornado warning in Texas...,Personal,Caution and advice,",Texas",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692199,Went to Weather Channel app saw 6 severe weather alerts for my area. Ugh. None of them say tornado though so I'm happy!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692200,So as I'm sitting in my bathtub I'm thinking how thankful I am that I cleaned the bathroom today!! #tornado,Personal,Caution and advice,,Other,,,,,
204692201,Crazy tornado blew through!!  Just outside the gates at my parents house. #lucky,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692202,This is just not the type of communityto let a little F4 tornadokick our ass.so we will rebuild& we will recover.,Personal,Caution and advice,,Other,,,,,
204692203,@KAKEnews you know if there isn't a tornado coming down stick to the commercial breaks I don't care if it isn't a live show I want to see it,Other,,,,,,,,
204692204,Chiefs helping aid tornado victims (AP) http://bit.ly/iYFHmd,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692205,Please #pray for the animals affected by tornadoes-- pets wildlife all.  #tornado,Personal,Caution and advice,,Other,,,,,
204692206,First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,Informative,"Donations of money, goods or services",,,,Shelter,Invites/asks people to donate/provide/give/do something,,
204692207,SPC Tornado Watch 358 http://dlvr.it/Ss1LB,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692208,This tornado outbreak is nuts. The videos of these things are crazy.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692209,@baratunde Good question about tornadoes attacking America. We are currently on a tornado watch now in Dallas #DFW,Informative,Caution and advice,",DFW",Other,,,,,
204692210,Tornado Watch in Joplin.......-prays for my Ed and his family and everyone in Joplin-,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692211,@aquanin =3= aa pingin naik tornado XD,Other,,,,,,,,
204692212,@MissNedge well it is tornado season though.,Personal,Caution and advice,,Other,,,,,
204692213,People of Joplin MO reunite this family: http://bit.ly/lYGObg #JoplinMO #joplintornado #lostpetsjoplinMO,Personal,Information source,,,,,,,
204692214,Rock You Like a Hurricane + Storm + Hail + Tornado Warning = Enjoyable Ride Home,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692215,Sirens started going off. Tornado has officially touched down in my hometown super worried about my family right. #pra,Informative,Caution and advice,",pra",A siren has been heard,,,,,
204692216,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692217,A fatal tornado a day. Is that our new #weather forecast?,Personal,Caution and advice,,Other,,,,,
204692218,Sirens started going off. Tornado has officially touched down in my hometown super worried about my family right. #p ...,Informative,Caution and advice,,A siren has been heard,,,,,
204692219,if you are a blogger who wants to team up with me and @_themaven to accept advertisers with proceeds to help #Joplin l ...,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692220,CAN COX SERIOUSLY TURN OFF YOUR DVR DURING A TORNADO WARNING?!?,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692221,Please pray for those in the path of this huge tornado in Oklahoma.,Personal,Unknown,,,,,,,
204692222,OK KC is now under a Tornado watch!!!!!!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692223,Creek County Okla got its tornado warning. That's just south of Tulsa County where my sis lives about a 30 min drive,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692224,Making it the deadliest single U.S. #tornado since modern record-keeping began more than 60 years ago.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692225,It's never tornado season in the Caribbean. So excited @Erinicole_Cox @vickieick @SarahMarie2223 @KaciBReeves!,Personal,Caution and advice,,Other,,,,,
204692226,Zeta Beta Tau #Jewish fraternity at @UofAlabama launching #tornado relief efforts in #Tuscaloosa: http://conta.cc/kq6GSW,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692227,Omggggg. Tornado comin?#scaredlikesht,Personal,Caution and advice,,Other,,,,,
204692228,SEEK SHELTER RT @NBCDFWWeather: Possible tornado approaching Keller Southlake and Colleyville.,Informative,Caution and advice,",Colleyville",A tornado sighting/touchdown has been reported,,,,,
204692229,Spotters reporting tornado on the ground near Russett Okla.,Informative,Caution and advice,",Russett Okla",A tornado sighting/touchdown has been reported,,,,,
204692230,#Tornado Warning issues for #Joplin Missouri. Insane what they're going through.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692231,tornado warning issued for Tarrant County! I'm kinda scared! be careful guys!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692232,"If a tornado comes it need to hit the """"view""""",Personal,Caution and advice,,Other,,,,,
204692233,Tornado on the ground in my town. Wowza Burger.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692234,They just announced that 7 people are now confirmed to have been killed this afternoon in OKC tornado #tragic,Informative,Caution and advice,,Other,,,,,
204692235,@bwdoherty totally appalling what Cantor said regarding the Tornado relief aid...,Personal,Caution and advice,,Other,,,,,
204692236,Help us #pray for #tornado victims! --&gt;http://ow.ly/51FJx&lt;--Submit your bbl verse! #twitter #prayer #church #usa #ad #baptist #va,Personal,"Donations of money, goods or services",,,,Shelter,Reports that something has been donated/provided/given/done,,
204692237,Now they included us in the new tornado watch.  Great.,Informative,Caution and advice,,Other,,,,,
204692238,This blepen tornado killing us my god,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692239,Several power poles snapped & a warehouse w/ some damage at/just south of exit 120 on i-35. #okwx,Informative,Caution and advice,,Other,,,,,
204692240,They saying Stillwater had tornado damage. #tornado,Informative,Unknown,,,,,,,
204692241,Tornado reported on the ground 2 miles west of Azle TX northwest of Ft. Worth #txwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692242,@Justsnapd8 @mikethetrucker7 @5sahandful @startrekjunkie @dblloyd74656 Yup! At the last possible second the tornado we ...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692243,Looking at the radar. Tornado watch now makes sense.  #MyWANA,Informative,Caution and advice,,Other,,,,,
204692244,#nowplaying  History AS IT HAPPENS..GoTo @theweatherchannellive They have a helicopter following tornado seVere damage left behind. Amazing.,Informative,Casualties and damage,,,,,,,Other
204692245,Please donate to help those who lost everything in #Joplin! http://www.redcross-ozarks.org/joplin/  And please RT.,Personal,"Donations of money, goods or services",,,",RT","Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692246,Please say a prayer for my family and other folks in the OKC area. #tornado,Personal,Caution and advice,,Other,,,,,
204692247,@LadyJmeow we are under tornado warnings in Oklahoma so no dwts tonight can u keep us updated on the status of finalist,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692248,Tonight's show in Fayetteville Arkansas has been cancelled due to a Tornado warning! Should be very exciting.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692249,Ardmore OK under the gun soon. Take cover. #okwx,Informative,Caution and advice,,Other,,,,,
204692250,We're under three tornado warnings but the weather man has to promise viewers he won't interrupt Dancing w/ the Stars!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692251,"Mum just called. """"I WAS TEXTED ABOUT A TORNADO IN SPRINGTOWN!!! YOU OK?!?!?"""" Luckily it missed meh.",Personal,Caution and advice,,Other,,,,,
204692252,Pizza the post tornado cigarette.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692253,North Texans: if you get a WARNING thunderstorm or tornado get to shelter on the double. These storms will develop ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692254,@QueenV757 tornado,Personal,Unknown,,,,,,,
204692255,No words: First Person video of Joplin MO tornado 5/22/11 http://ht.ly/52g2m,Informative,Information source,,,,,,,
204692256,The cell near Little #Oklahoma heading toward Okemah OK has really intensified! SEEK SHELTER IN OKEMAH OK! #OKWX,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692257,Holy tornado outbreak Batman!,Personal,Caution and advice,,Other,,,,,
204692258,Explosion at a gas processing facility west of El Reno OK from violent tornado..,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692259,Tornado warnings in Irving? Oh lord.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692260,Tornado warnings along NC/Virginia border. Cantor your Karma-Gram is marked for express delivery. Sad that innocents are in the way though.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692261,Damn its a tornado in mineral wells.. shxt.. man..,Other,,,,,,,,
204692262,Tornado coming into Little Ok now,Informative,Caution and advice,,Other,,,,,
204692263,survior!!! #goodshit RT @TFlanders405: Made it through the tornado,Personal,Unknown,,,,,,,
204692264,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692265,@iiiFuckkkFaces Britt Britt I was afraid lastnite that u was coming to Bmore by way of tornado lmao,Personal,Unknown,,,,,,,
204692266,Tornado Relief: House Panel Proposes Provision for Disaster Aid http://goo.gl/fb/ELvMn,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692267,Explosion at a gas processing facility west of El Reno OK from violent tornado.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692268,Barometer falling. Dark clouds. Tornado warnings. Uh oh.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692269,O shit a tornado &gt;&gt; You seen one?,Personal,Caution and advice,,Other,,,,,
204692270,@hanner17 is ur tornado watch over?,Personal,Caution and advice,,Other,,,,,
204692271,Tornado sirens going off at dance. Thank you god!,Informative,Caution and advice,,A siren has been heard,,,,,
204692272,Hashtags to follow for weather updates:  Oklahoma - #okwx   Texas - #txwx  You get the idea.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692273,Weather-wise I will absolutely take Michigan's February blizzards over spring tornado outbreaks and floods. Any day.,Personal,Caution and advice,,Other,,,,,
204692274,Khejuri storm kills 2 razes 500 houses: Two persons were killed and hundreds of houses flattened when a tornado... http://dlvr.it/StT1z,Informative,Information source,,,,,,,
204692275,Time to start looking through the house for good tornado squatting locations. Again.,Personal,Unknown,,,,,,,
204692276,@Drewpin Pleeease don't die in a tornado!,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692277,Tornado warning interupting the radio in my car.  Question is - what county was the tornado spotted and what county am I in? I miss NY!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692278,Tornado outbreak for the Oklahoma Tucker house is over. We have been blessed with no damage!  However not true for everyone.,Personal,Caution and advice,,Other,,,,,
204692279,@Sovereignty08 I kid I kid it's always a threat of a tornado in ok,Personal,Caution and advice,,Other,,,,,
204692280,Tornado Alert! Yarb strrk!!,Informative,Caution and advice,,Other,,,,,
204692281,Mid tornado mid anxiety attack,Personal,Caution and advice,,Other,,,,,
204692282,Sittin in our cellar... Tornado over the house.,Personal,Caution and advice,,Other,,,,,
204692283,Tornado damages several homes in Springtown TX near HWY 199.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692284,Damn we under ANOTHER tornado watch? Smh this is crazy...,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692285,Yo but this tornado shit #notcool,Personal,Unknown,,,,,,,
204692286,Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJDoJ,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692287,@mare802 7 confirmed dead in olkloama city a tornado just ripped through there :(,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692288,No #DWTS for me tonight. Nothing but tornado coverage on TV. Lots of damage all over the state. Prayers needed. @kirstiealley @leannrimes,Informative,Casualties and damage,,,,,,,A tornado sighting/touchdown has been reported
204692289,@LbrlOkie77 yup I was here for the may 8th and may 3rd ones too - and Oklahoma does do a masterful job of tracking Tornado's,Personal,Unknown,,,,,,,
204692290,Ok now I remember why I shut down @KCRG_FirstAlert from texting my phone during tornado season. 30+ tweets since mid-morning.,Personal,Caution and advice,,Other,,,,,
204692291,45000 without power in OK. #okwx,Informative,Caution and advice,,Other,,,,,
204692292,@tjholmes #tornado Unbelievable!,Personal,Unknown,,,,,,,
204692293,@kccatdr Eek on KC tornado watch. Do you have a basement? Stay safe.,Personal,Caution and advice,,Other,,,,,
204692294,No tornado. #ToldYouSo #IKnewIt,Personal,Caution and advice,,Other,,,,,
204692295,Tornado reported on the ground 2 miles west of Azle TX northwest of Ft. Worth #txwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692296,Pray for the residents of Oklahoma y'all. They just suffered a deadly tornado. Pray for Joplin Pray for your SOULS! T ...,Personal,Information source,,,,,,,
204692297,I guess since tornados have hit every other southern state its our turn. North TX has 3 major storms happening & 1 spotted tornado.,Informative,Caution and advice,,Other,,,,,
204692298,Guy finds a horse in his pool. He doesn't own a horse. Now he does. #okwx,Informative,Caution and advice,,Other,,,,,
204692299,That tornado ran for 7 miles..unbelievable :(,Informative,Caution and advice,,Other,,,,,
204692300,Visible wall cloud for the cell just to the east of Shawnee OK.  #tornado #Oklahoma,Informative,Caution and advice,",Oklahoma",Other,,,,,
204692301,@tonya9597 I have to admit I do. However I was locked out side during a small tornado back in 95 I was 8 1/2 months preggers with the boys,Personal,Caution and advice,,Other,,,,,
204692302,Tornado watch in Denton County...please send me one more text message warning...I don't think 10 is enough,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692303,Praying 4 family @CNN: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas #Joplin #Missouri #kansas,Informative,Caution and advice,",Kansas # Joplin # Missouri # kansas",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
